Product_ID,Rakhi_Type,Rakhi_Material,Year,Days_Before_Festival,Weekend_Sale,Day_Of_Week,Delhi_Zone,Store_Type,Average_Temperature_C,Payment_Method,Sales_Count,Shop_Name,Price,No_Of_Customers_Visit
1185,Premium & Jewelry,Sterling Silver,2026,3,#Yes,Sunday,East,Local Street Vendor,31.6,Cash,13,Khanna Emporium,496.23,32
4959,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,West,Online,23.2,Credit Card,4,Jain Rakhi Bazaar,14.8,20
1518,Eco-Friendly,Sandalwood (Chandan),2026,3,nO,Wednesday,North,Local Street Vendor,34.8,Cash,3,Chawla Rakhi Hub 186,37.16,18
1343,Kids & Cartoon,Silk Thread,2026,4,Yes,Sunday,East,Local Street Vendor,28.3,Credit Card,15,Mehra Rakhi Hub 16,13.0,61
4625,Premium & Jewelry,Sterling Silver,2026,2,Yes,Sunday,East,Online,27.3,UPI,45,Kapoor Rakhi Hub 118,785.54,144
4273,Eco-Friendly,Sandalwood (Chandan),2026,4,nO,Wednesday,North,Local Street Vendor,28.5,Cash,8,Chawla Rakhi Hub 48,45.83,25
3670,Kids & Cartoon,Silk Thread,2026,6,No,Monday,Central,Supermarket,33.9,UPI,2,Kapoor Rakhi Hub 31,18.28,10
2091,Kids & Cartoon,Silk Thread,2026,2,yES,Sunday,North,Local Street Vendor,33.7,Cash,7,Bhatia Rakhi Hub 3,9.44,17
573,Kids & Cartoon,Silk Thread,2026,3,yES,Saturday,East,Supermarket,28.8,Credit Card,13,Bansal Rakhi Hub 134,19.86,35
3496,Eco-Friendly,Silk Thread,2026,4,No,Friday,North,Online,36.4,Credit Card,4,Mehra Rakhi Hub 209,48.12,11
4266,Kids & Cartoon,Silk Thread,2026,6,No,Thursday,Central,Online,32.4,Cash,3,Verma Rakhi Hub 92,20.62,9
3237,Eco-Friendly,Sandalwood (Chandan),2026,4,nO,Wednesday,North,Local Street Vendor,34.8,Cash,3,Gupta Handicrafts,47.33,10
3063,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,North,Online,34.7,UPI,30,Chawla Handicrafts,671.91,36
5077,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,Central,Supermarket,30.5,Cash,7,Sethi Festive Mart,13.53,17
5886,Premium & Jewelry,Sterling Silver,2026,5,#Yes,Sunday,Central,Supermarket,30.7,Cash,4,Tandon Rakhi Hub 163,635.79,15
5847,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Monday,East,Local Street Vendor,31.7,Credit Card,6,Bansal Rakhi Hub 260,58.19,24
5590,Kids & Cartoon,Silk Thread,2026,3,#Yes,Sunday,West,Supermarket,31.2,UPI,4,Rastogi Rakhi Hub 298,17.8,13
5360,Eco-Friendly,Silk Thread,2026,5,No,Wednesday,North,Local Street Vendor,38.6,Credit Card,4,Khanna Rakhi & Gifts,21.97,15
4480,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,East,Online,29.6,UPI,16,Chopra Rakhi Hub 241,65.55,62
371,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Tuesday,West,Online,39.3,Cash,5,Bhatia Rakhi Hub 2,96.39,27
1939,Premium & Jewelry,Sterling Silver,2026,5,No,Friday,Central,Supermarket,35.9,Cash,8,Nanda Rakhi Hub 279,766.63,28
5667,Premium & Jewelry,Silk Thread,2026,1,No,Wednesday,North,Online,36.6,UPI,4,Chopra Rakhi Hub 233,126.52,18
5377,Premium & Jewelry,Sandalwood (Chandan),2026,1,No,Tuesday,Central,Local Street Vendor,37.3,Credit Card,5,Saxena Rakhi & Gifts,167.56,25
3671,Kids & Cartoon,Silk Thread,2026,3,nO,Wednesday,North,Local Street Vendor,29.9,UPI,3,Saxena Rakhi Hub 49,71.11,18
3653,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,West,Local Street Vendor,26.6,UPI,4,Tandon Traditions,11.68,28
2362,Premium & Jewelry,Sandalwood (Chandan),2026,4,#Yes,Sunday,West,Local Street Vendor,36.9,Cash,18,Jain Emporium,147.57,46
4261,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Wednesday,Central,Local Street Vendor,34.4,UPI,5,Mehra Rakhi Corner,55.68,21
2075,Kids & Cartoon,Sandalwood (Chandan),2026,6,nO,Tuesday,North,Local Street Vendor,30.6,Cash,3,Aggarwal Rakhi Hub 144,25.75,14
1333,Kids & Cartoon,Silk Thread,2026,2,nO,Thursday,Central,Online,37.9,Cash,33,Mehra Rakhi Bazaar,15.84,129
3738,Eco-Friendly,Silk Thread,2026,1,No,Tuesday,West,Supermarket,28.5,Credit Card,4,Sethi Rakhi Hub 10,29.61,26
4937,Kids & Cartoon,Silk Thread,2026,5,No,Thursday,North,Online,36.0,UPI,4,Aggarwal Rakhi Hub 162,25.12,24
5524,Kids & Cartoon,Sterling Silver,2026,4,yES,Sunday,Central,Local Street Vendor,28.2,Cash,5,Khanna Rakhi Hub 188,89.77,13
5557,Kids & Cartoon,Silk Thread,2026,2,Yes,Saturday,East,Online,31.4,Credit Card,8,Nanda Rakhi Store,27.03,25
1172,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Saturday,East,Local Street Vendor,30.0,UPI,1,Chawla Rakhi Bazaar,59.54,5
5869,Premium & Jewelry,Sterling Silver,2026,5,Yes,Saturday,East,Local Street Vendor,40.4,UPI,2,Saxena Rakhi Hub 294,480.76,14
1423,Kids & Cartoon,Silk Thread,2026,4,No,Wednesday,West,Local Street Vendor,32.1,Cash,21,Verma Rakhi Store,15.63,28
2936,Kids & Cartoon,Sandalwood (Chandan),2026,6,No,Wednesday,North,Supermarket,24.9,UPI,4,Malhotra Traditions,36.38,13
5733,Kids & Cartoon,Sandalwood (Chandan),2026,5,No,Wednesday,Central,Supermarket,34.2,Credit Card,8,Nanda Rakhi Hub 279,35.85,27
5262,Kids & Cartoon,Silk Thread,2026,2,Yes,Sunday,North,Supermarket,38.3,UPI,10,Gupta Rakhi Hub 152,15.06,36
875,Eco-Friendly,Silk Thread,2026,6,No,Tuesday,East,Local Street Vendor,35.3,Cash,1,Jain Gift House,28.63,7
2298,Premium & Jewelry,Sterling Silver,2026,4,No,Friday,Central,Supermarket,33.9,Cash,3,Arora Rakhi Bazaar,903.12,17
2644,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Monday,West,Online,39.6,Cash,5,Nanda Rakhi Corner,71.3,28
3346,Kids & Cartoon,Silk Thread,2026,2,Yes,Saturday,North,Supermarket,31.7,Credit Card,15,Bhatia Rakhi & Gifts,17.41,67
841,Premium & Jewelry,Silk Thread,2026,7,No,Friday,West,Online,40.0,Credit Card,1,Sharma Rakhi Hub 185,135.56,5
582,Kids & Cartoon,Silk Thread,2026,5,yES,Sunday,Central,Online,36.0,Credit Card,10,Gupta Rakhi Point,19.11,23
205,Premium & Jewelry,Sterling Silver,2026,7,#Yes,Saturday,West,Supermarket,35.1,Cash,5,Sethi Rakhi Bazaar,770.15,15
1642,Premium & Jewelry,Sandalwood (Chandan),2026,2,No,Wednesday,East,Supermarket,28.6,Credit Card,6,Sethi Rakhi Hub 160,203.05,32
2015,Kids & Cartoon,Sterling Silver,2026,2,No,Tuesday,West,Supermarket,31.6,Cash,10,Khanna Rakhi Hub 126,114.83,47
3254,Kids & Cartoon,Silk Thread,2026,6,Yes,Sunday,Central,Online,23.5,Cash,4,Arora Rakhi Corner,22.61,12
3678,Kids & Cartoon,Silk Thread,2026,4,yES,Saturday,East,Local Street Vendor,28.5,Cash,3,Sethi Rakhi Hub 22,13.15,11
906,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,East,Local Street Vendor,32.0,Cash,2,Nanda Rakhi Hub 21,12.61,6
632,Eco-Friendly,Silk Thread,2026,3,No,Thursday,North,Supermarket,30.9,Credit Card,4,Kapoor Rakhi Hub 66,138.74,12
5681,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Wednesday,,Local Street Vendor,34.6,Cash,4,Chopra Rakhi Hub 153,44.31,16
385,Kids & Cartoon,Silk Thread,2026,5,Yes,Sunday,West,Supermarket,28.3,Cash,10,Khanna Rakhi Hub 126,15.07,28
1975,Premium & Jewelry,Silk Thread,2026,6,No,Thursday,North,Local Street Vendor,31.0,UPI,4,Bansal Rakhi Hub 274,82.24,14
163,Premium & Jewelry,Sterling Silver,2026,2,No,Friday,Central,Local Street Vendor,,Cash,22,Sharma Rakhi Bazaar,414.26,70
5467,Eco-Friendly,Sandalwood (Chandan),2026,6,No,Tuesday,West,Supermarket,31.4,Credit Card,5,Aggarwal Rakhi Hub 284,68.93,26
5110,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Sunday,North,Online,32.5,UPI,3,Bansal Rakhi Hub 106,48.72,9
5098,Kids & Cartoon,Silk Thread,2026,1,Yes,Sunday,North,Online,29.3,Cash,8,Jain Rakhi Hub 223,19.57,36
4714,Eco-Friendly,Silk Thread,2026,2,yES,Saturday,Central,Supermarket,31.6,UPI,10,Bansal Traditions,38.83,47
876,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Monday,North,Local Street Vendor,27.5,Cash,8,Bansal Traditions,44.85,22
1432,Kids & Cartoon,Silk Thread,2026,2,#Yes,Sunday,West,Local Street Vendor,28.9,Credit Card,3,Mehra Rakhi Hub 6,16.08,10
4644,Premium & Jewelry,Sandalwood (Chandan),2026,5,Yes,Sunday,,Supermarket,34.9,Cash,8,Chawla Rakhi Hub 94,242.45,28
540,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Friday,Central,Online,27.0,Cash,12,Arora Rakhi Hub 220,61.3,52
5004,Premium & Jewelry,Sandalwood (Chandan),2026,7,yES,Sunday,East,Supermarket,36.5,Cash,2,Kapoor Traditions,163.85,11
5420,Kids & Cartoon,Sandalwood (Chandan),2026,5,nO,Wednesday,East,Online,32.0,Credit Card,20,Bansal Rakhi Hub 134,31.34,20
2857,Kids & Cartoon,Silk Thread,2026,2,nO,Monday,East,Online,36.3,Cash,9,Bhatia Rakhi Hub 204,74.12,13
1862,Eco-Friendly,Sterling Silver,2026,4,No,Friday,West,Supermarket,27.5,Cash,17,Malhotra Rakhi & Gifts,165.88,55
2660,Premium & Jewelry,Sterling Silver,2026,4,Yes,Sunday,East,Local Street Vendor,34.4,Cash,3,Chawla Rakhi Hub 201,528.91,8
3385,Premium & Jewelry,Sterling Silver,2026,1,nO,Wednesday,East,Supermarket,32.9,Cash,8,Nanda Handicrafts,722.26,41
3191,Premium & Jewelry,Sterling Silver,2026,6,No,Friday,,Local Street Vendor,25.7,Cash,4,Sethi Emporium,534.8,13
4136,Premium & Jewelry,Sterling Silver,2026,6,No,Thursday,Central,Local Street Vendor,31.9,UPI,2,Rastogi Traditions,414.82,8
3487,Kids & Cartoon,Silk Thread,2026,7,No,Monday,Central,Local Street Vendor,36.9,Cash,3,Khanna Rakhi Hub 164,15.13,16
4734,Premium & Jewelry,Sandalwood (Chandan),2026,7,No,Friday,East,Supermarket,34.8,Credit Card,2,Kapoor Gift House,219.12,7
3332,Premium & Jewelry,Sterling Silver,2026,3,No,Monday,North,Local Street Vendor,28.3,UPI,5,Mehra Rakhi & Gifts,425.39,22
3021,Kids & Cartoon,Silk Thread,2026,4,No,Friday,Central,Online,35.2,Cash,9,Mehra Rakhi Bazaar,15.25,44
4556,Eco-Friendly,Sandalwood (Chandan),2026,2,Yes,Saturday,North,Local Street Vendor,28.3,UPI,8,Arora Rakhi & Gifts,51.03,26
5584,Eco-Friendly,Sandalwood (Chandan),2026,6,Yes,Sunday,West,Local Street Vendor,35.3,UPI,2,Mehra Rakhi Hub 209,62.89,7
2097,Premium & Jewelry,Sterling Silver,2026,5,yES,Sunday,North,Online,,Credit Card,8,Aggarwal Rakhi Hub 162,869.0,29
2004,Kids & Cartoon,Sterling Silver,2026,5,No,Friday,East,Local Street Vendor,29.1,UPI,2,Jain Rakhi Corner,72.56,14
5522,Premium & Jewelry,Sterling Silver,2026,3,yES,Saturday,North,Supermarket,28.8,Cash,7,Malhotra Rakhi Hub 4,738.94,34
547,Kids & Cartoon,Silk Thread,2026,2,No,Monday,Central,Online,29.5,Credit Card,13,Nanda Rakhi Bazaar,19.05,78
1450,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,Central,Local Street Vendor,38.0,Cash,11,Nanda Rakhi Hub 229,580.79,48
5551,Premium & Jewelry,Sterling Silver,2026,7,Yes,Saturday,East,Local Street Vendor,37.2,UPI,3,Jain Rakhi Hub 87,709.83,14
2611,Eco-Friendly,Silk Thread,2026,5,#Yes,Saturday,West,Local Street Vendor,29.8,UPI,2,Chopra Rakhi Hub 248,24.13,10
1901,Kids & Cartoon,Silk Thread,2026,7,Yes,Sunday,Central,Supermarket,33.4,Cash,6,Tandon Traditions,13.65,18
3235,Premium & Jewelry,Sterling Silver,2026,3,nO,Monday,East,Local Street Vendor,29.7,Credit Card,9,Arora Rakhi Hub 114,394.78,26
2758,Kids & Cartoon,Silk Thread,2026,6,No,Friday,North,Local Street Vendor,30.9,UPI,4,Gupta Rakhi Hub 299,14.24,25
1886,Kids & Cartoon,Silk Thread,2026,5,Yes,Sunday,North,Supermarket,33.2,Credit Card,9,Aggarwal Rakhi Point,17.94,30
295,Eco-Friendly,Silk Thread,2026,6,No,Friday,West,Supermarket,29.6,Cash,2,Chawla Rakhi Hub 269,28.78,11
2098,Kids & Cartoon,Silk Thread,2026,7,No,Monday,West,Supermarket,36.6,UPI,3,Rastogi Traditions,21.65,9
5638,Eco-Friendly,Sandalwood (Chandan),2026,4,#Yes,Sunday,North,Online,32.9,Cash,10,Chawla Rakhi Corner,72.49,37
3450,Eco-Friendly,Sandalwood (Chandan),2026,6,#Yes,Sunday,East,Supermarket,31.8,UPI,4,Saxena Emporium,59.67,13
837,Eco-Friendly,Silk Thread,2026,7,Yes,Saturday,East,Local Street Vendor,31.1,UPI,1,Saxena Rakhi Hub 192,28.13,4
3472,Kids & Cartoon,Silk Thread,2026,6,nO,Friday,North,Local Street Vendor,29.2,Cash,2,Rastogi Emporium,12.12,7
4698,Kids & Cartoon,Silk Thread,2026,7,yES,Saturday,Central,Online,29.1,Cash,3,Bhatia Handicrafts,21.23,7
2301,Eco-Friendly,Sandalwood (Chandan),2026,2,Yes,Sunday,East,Supermarket,33.9,UPI,11,Khanna Rakhi Point,71.14,29
2172,Premium & Jewelry,Sterling Silver,2026,6,No,Tuesday,North,Supermarket,34.3,Cash,4,Jain Rakhi Hub 253,645.29,17
672,Kids & Cartoon,Silk Thread,2026,4,Yes,Saturday,Central,Online,30.5,Cash,6,Chawla Emporium,17.73,21
771,Premium & Jewelry,Sterling Silver,2026,4,No,Monday,West,Local Street Vendor,31.4,Cash,9,Chopra Rakhi Hub 156,390.23,26
399,Kids & Cartoon,Silk Thread,2026,5,No,Tuesday,Central,Local Street Vendor,36.9,Cash,1,Chopra Handicrafts,13.21,7
2011,Premium & Jewelry,Sandalwood (Chandan),2026,6,Yes,Sunday,Central,Online,34.5,UPI,3,Goel Rakhi Hub 221,211.6,9
4689,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,East,Local Street Vendor,23.0,Credit Card,4,Jain Rakhi Hub 119,51.11,20
1284,Kids & Cartoon,Silk Thread,2026,4,No,Thursday,West,Local Street Vendor,32.9,Credit Card,2,Goel Rakhi Bazaar,13.88,14
5647,Kids & Cartoon,Silk Thread,2026,3,No,Wednesday,West,Local Street Vendor,28.8,Cash,7,Bhatia Rakhi Hub 290,12.24,44
5853,Premium & Jewelry,Sterling Silver,2026,3,No,Monday,North,Supermarket,34.7,Cash,5,Bhatia Rakhi Corner,664.72,30
4257,Premium & Jewelry,Sandalwood (Chandan),2026,3,Yes,Sunday,West,Supermarket,28.6,Cash,7,Bansal Traditions,186.11,29
1837,Premium & Jewelry,Sterling Silver,2026,7,No,Monday,East,Online,37.5,Cash,5,Sethi Festive Mart,768.72,20
1020,Kids & Cartoon,Silk Thread,2026,5,No,Friday,West,Supermarket,30.6,Credit Card,7,Sethi Rakhi Hub 22,16.86,29
1327,Kids & Cartoon,Sandalwood (Chandan),2026,1,nO,Friday,West,Online,28.7,UPI,6,Verma Traditions,40.08,32
5007,Eco-Friendly,Sandalwood (Chandan),2026,7,nO,Thursday,East,Local Street Vendor,32.2,UPI,2,Sharma Rakhi Hub 172,50.71,10
476,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,West,Online,35.0,Cash,14,Bhatia Rakhi Hub 266,19.95,47
2811,Premium & Jewelry,Sandalwood (Chandan),2026,1,No,Monday,East,Supermarket,29.4,Cash,16,Sethi Rakhi & Gifts,172.56,47
3172,Kids & Cartoon,Silk Thread,2026,7,nO,Thursday,West,Online,30.1,Cash,2,Rastogi Rakhi & Gifts,19.85,10
1652,Premium & Jewelry,Sterling Silver,2026,6,No,Friday,West,Local Street Vendor,31.8,Credit Card,3,Goel Festive Mart,486.33,20
3364,Kids & Cartoon,Silk Thread,2026,2,No,Friday,West,Supermarket,35.3,Cash,95,Aggarwal Rakhi Hub 284,19.7,76
1332,Kids & Cartoon,Silk Thread,2026,4,No,Tuesday,West,Local Street Vendor,31.4,Credit Card,10,Verma Handicrafts,11.87,29
2529,Eco-Friendly,Sandalwood (Chandan),2026,5,nO,Friday,Central,Online,28.5,Cash,4,Mehra Rakhi Hub 285,58.29,19
1207,Kids & Cartoon,Silk Thread,2026,6,nO,Monday,North,Supermarket,27.0,Cash,6,Sethi Rakhi Hub 22,17.86,22
5207,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,East,Online,31.5,Cash,5,Kapoor Rakhi Store,628.76,21
1864,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,West,Local Street Vendor,32.3,Cash,4,Khanna Rakhi & Gifts,12.06,11
2694,Eco-Friendly,Sterling Silver,2026,6,No,Tuesday,North,Online,28.9,Cash,3,Saxena Rakhi Hub 262,215.32,13
5399,Kids & Cartoon,Silk Thread,2026,2,yES,Saturday,North,Local Street Vendor,38.5,Cash,4,Saxena Rakhi & Gifts,11.3,20
868,Eco-Friendly,Sterling Silver,2026,7,yES,Saturday,West,Local Street Vendor,29.0,UPI,3,Gupta Rakhi Hub 68,770.94,9
2975,Kids & Cartoon,Silk Thread,2026,7,No,Tuesday,East,Local Street Vendor,29.6,UPI,1,Khanna Emporium,12.22,4
542,Kids & Cartoon,Silk Thread,2026,7,No,Friday,East,Online,34.3,Credit Card,2,Tandon Rakhi Hub 60,25.24,12
1133,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,Central,Supermarket,33.5,Cash,9,Sharma Rakhi Hub 78,691.62,29
1248,Premium & Jewelry,Sterling Silver,2026,5,Yes,Saturday,Central,Supermarket,,Credit Card,4,Jain Rakhi Hub 135,644.27,9
2873,Premium & Jewelry,Sterling Silver,2026,5,#Yes,Saturday,North,Supermarket,32.4,UPI,4,Gupta Rakhi Hub 297,732.11,16
3391,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,West,Online,32.0,Credit Card,19,Goel Rakhi Hub 208,702.02,53
5759,Premium & Jewelry,Sterling Silver,2026,5,yES,Saturday,East,Supermarket,34.1,Cash,6,Chopra Rakhi Hub 241,588.27,13
2963,Premium & Jewelry,Silk Thread,2026,4,No,Thursday,West,Supermarket,30.8,UPI,9,Saxena Handicrafts,103.09,30
4156,Premium & Jewelry,Sterling Silver,2026,3,No,Tuesday,West,Supermarket,36.6,Credit Card,7,Gupta Rakhi Corner,686.2,26
3260,Premium & Jewelry,Sterling Silver,2026,4,No,Monday,Central,Local Street Vendor,26.3,UPI,3,Sharma Rakhi Hub 136,522.69,12
5201,Premium & Jewelry,Silk Thread,2026,7,yES,Saturday,,Local Street Vendor,31.4,Credit Card,1,Bhatia Rakhi Hub 290,80.6,5
5792,Kids & Cartoon,Silk Thread,2026,7,No,Friday,East,Online,35.7,Credit Card,3,Bansal Traditions,16.67,10
2584,Premium & Jewelry,Sterling Silver,2026,4,Yes,Saturday,Central,Supermarket,28.0,Cash,14,Nanda Rakhi Hub 279,648.65,48
2814,Premium & Jewelry,Sandalwood (Chandan),2026,2,No,Monday,West,Supermarket,34.1,Credit Card,6,Bhatia Rakhi Hub 29,185.83,38
4738,Premium & Jewelry,Sterling Silver,2026,7,No,Monday,West,Supermarket,33.4,UPI,5,Chawla Rakhi Hub 94,690.54,17
1907,Kids & Cartoon,Silk Thread,2026,6,No,Monday,Central,Local Street Vendor,28.5,Cash,2,Aggarwal Festive Mart,15.09,11
5514,Kids & Cartoon,Silk Thread,2026,2,Yes,Sunday,East,Online,29.9,Cash,13,Goel Festive Mart,18.21,41
3587,Kids & Cartoon,Silk Thread,2026,2,Yes,Sunday,,Supermarket,31.4,Cash,13,Arora Rakhi Hub 218,15.14,51
1888,Premium & Jewelry,Sterling Silver,2026,6,No,Tuesday,West,Online,29.0,Cash,3,Mehra Rakhi Hub 209,533.21,10
5242,Premium & Jewelry,Sterling Silver,2026,5,#Yes,Saturday,,Supermarket,27.6,Cash,4,Arora Emporium,732.02,15
250,Kids & Cartoon,Silk Thread,2026,7,yES,Saturday,North,Supermarket,28.1,Credit Card,3,Chopra Rakhi Hub 44,16.27,11
2631,Premium & Jewelry,Sterling Silver,2026,1,No,Wednesday,West,Supermarket,34.9,Cash,8,Arora Rakhi Hub 46,751.41,32
4496,Kids & Cartoon,Silk Thread,2026,3,No,Friday,,Online,28.7,Credit Card,4,Kapoor Rakhi Hub 31,20.9,22
5107,Premium & Jewelry,Silk Thread,2026,6,No,Tuesday,North,Supermarket,34.6,UPI,2,Arora Rakhi Hub 220,95.42,14
1081,Premium & Jewelry,Sandalwood (Chandan),2026,2,yES,Sunday,West,Online,31.6,Credit Card,15,Saxena Rakhi Hub 278,201.84,39
4284,Premium & Jewelry,Sandalwood (Chandan),2026,2,Yes,Sunday,North,Online,29.7,Cash,11,Saxena Rakhi Hub 252,257.02,41
2086,Premium & Jewelry,Sandalwood (Chandan),2026,1,nO,Thursday,North,Local Street Vendor,36.7,Cash,5,Goel Rakhi Hub 221,176.08,15
2453,Kids & Cartoon,Silk Thread,2026,7,No,Tuesday,Central,Local Street Vendor,32.6,Cash,3,Verma Emporium,13.48,10
4967,Kids & Cartoon,Silk Thread,2026,5,No,Wednesday,West,Online,29.7,UPI,4,Sharma Rakhi Hub 78,22.56,16
2024,Premium & Jewelry,Sterling Silver,2026,5,No,Tuesday,North,Local Street Vendor,29.2,Cash,1,Rastogi Rakhi Hub 143,649.25,6
5816,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Thursday,Central,Local Street Vendor,32.2,UPI,4,Chopra Rakhi Store,44.96,22
1723,Eco-Friendly,Silk Thread,2026,7,No,Friday,West,Online,35.7,Credit Card,12,Arora Rakhi Hub 219,42.12,44
227,Premium & Jewelry,Sterling Silver,2026,3,Yes,Saturday,West,Local Street Vendor,30.6,Cash,3,Rastogi Handicrafts,417.42,8
1014,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Sunday,,Supermarket,37.3,Cash,1,Sharma Festive Mart,73.98,3
1930,Kids & Cartoon,Silk Thread,2026,4,Yes,Sunday,Central,Local Street Vendor,24.5,Cash,8,Bhatia Rakhi Hub 3,14.8,33
5651,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Saturday,North,Local Street Vendor,28.6,Cash,5,Bansal Rakhi Hub 124,42.6,26
1405,Premium & Jewelry,Sterling Silver,2026,2,nO,Friday,West,Local Street Vendor,29.9,Cash,3,Saxena Rakhi Hub 9,477.0,22
2180,Eco-Friendly,Sandalwood (Chandan),2026,6,yES,Saturday,East,Local Street Vendor,31.3,Credit Card,4,Arora Rakhi Hub 220,47.45,10
698,Kids & Cartoon,Silk Thread,2026,7,Yes,Saturday,Central,Online,30.5,UPI,3,Nanda Handicrafts,23.71,6
1125,Kids & Cartoon,Silk Thread,2026,7,No,Monday,,Local Street Vendor,34.9,Cash,3,Saxena Rakhi Hub 17,11.66,9
3896,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,West,Local Street Vendor,34.9,Credit Card,5,Khanna Rakhi Hub 293,10.71,19
1779,Kids & Cartoon,Silk Thread,2026,4,No,Friday,North,Local Street Vendor,36.0,UPI,2,Sharma Rakhi Hub 141,12.56,10
5113,Eco-Friendly,Silk Thread,2026,6,No,Thursday,East,Supermarket,28.6,Credit Card,4,Bansal Rakhi Hub 106,30.84,22
2635,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,East,Local Street Vendor,32.0,Cash,1,Aggarwal Emporium,13.48,3
3490,Kids & Cartoon,Sandalwood (Chandan),2026,4,Yes,Sunday,West,Local Street Vendor,30.8,Cash,3,Khanna Rakhi Hub 184,26.68,8
1038,Kids & Cartoon,Silk Thread,2026,1,#Yes,Sunday,West,Local Street Vendor,32.1,Cash,2,Sethi Handicrafts,11.67,9
2257,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Monday,West,Supermarket,31.5,Cash,12,Tandon Gift House,81.35,38
5362,Premium & Jewelry,Sterling Silver,2026,7,Yes,Saturday,Central,Supermarket,30.7,Cash,3,Verma Gift House,653.15,6
2,Kids & Cartoon,Silk Thread,2026,4,yES,Saturday,North,Local Street Vendor,26.2,Cash,6,Bhatia Emporium,12.45,16
314,Kids & Cartoon,Silk Thread,2026,6,nO,Monday,East,Supermarket,27.1,UPI,4,Sharma Rakhi Hub 185,14.9,18
2650,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Friday,North,Local Street Vendor,33.4,Cash,12,Kapoor Handicrafts,51.13,46
2282,Premium & Jewelry,Sterling Silver,2026,5,No,Monday,Central,Online,36.3,UPI,4,Mehra Rakhi Hub 148,683.45,18
2508,Eco-Friendly,Silk Thread,2026,2,Yes,Saturday,East,Online,39.4,Cash,91,Bansal Rakhi Point,50.93,282
2548,Premium & Jewelry,Sterling Silver,2026,2,No,Friday,North,Supermarket,38.3,Cash,10,Arora Rakhi Hub 140,632.06,37
2160,Premium & Jewelry,Sterling Silver,2026,7,nO,Monday,East,Online,35.0,Cash,3,Saxena Festive Mart,901.11,13
3138,Premium & Jewelry,Sterling Silver,2026,3,No,Monday,East,Local Street Vendor,30.0,UPI,6,Rastogi Rakhi Corner,664.79,19
1366,Kids & Cartoon,Silk Thread,2026,1,Yes,Sunday,East,Local Street Vendor,31.8,Cash,5,Mehra Rakhi Hub 246,12.89,12
3968,Premium & Jewelry,Sterling Silver,2026,5,No,Monday,West,Local Street Vendor,27.9,Cash,3,Jain Rakhi Hub 119,401.85,17
1429,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Saturday,North,Supermarket,34.9,Cash,5,Saxena Rakhi Hub 255,72.95,17
5684,Kids & Cartoon,Sandalwood (Chandan),2026,3,No,Thursday,East,Online,31.8,Credit Card,5,Rastogi Rakhi & Gifts,43.17,18
2521,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,Central,Local Street Vendor,33.0,UPI,5,Aggarwal Rakhi Hub 90,601.32,19
5149,Eco-Friendly,Silk Thread,2026,2,yES,Sunday,West,Local Street Vendor,29.5,Cash,5,Gupta Rakhi Hub 187,26.01,23
3966,Premium & Jewelry,Sterling Silver,2026,6,No,Thursday,East,Online,33.0,Cash,5,Khanna Rakhi Hub 85,794.66,15
5921,Kids & Cartoon,Silk Thread,2026,1,No,Monday,Central,Local Street Vendor,35.3,Cash,10,Kapoor Handicrafts,17.34,43
449,Premium & Jewelry,Sterling Silver,2026,5,No,Wednesday,North,Online,30.3,Credit Card,1,Gupta Rakhi Hub 297,645.52,8
5055,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Wednesday,West,Online,34.1,Cash,5,Saxena Traditions,76.28,17
